"LINE.ID","P.ID","SITE.ID","LAKE.ID","EXTRACTION.METHOD","SEASON","COLLECTION.DATE","START.DEPTH","END.DEPTH","PORE.P.VALUE","PORE.P.UNITS","PORE.P.TYPE","AVG","REF.ID","INITIALS","COMMENT","FLAG","FLAG.COMMENT"
1479,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",6.808,NA,0.861,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1480,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",7.758,NA,0.877,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1481,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",9.539,NA,1.399,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1482,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",10.608,NA,1.579,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1483,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",11.557,NA,1.682,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1484,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",12.507,NA,1.78,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1485,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",13.576,NA,1.802,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1486,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",14.645,NA,1.837,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1487,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",15.476,NA,1.742,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1488,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",16.544,NA,1.636,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1489,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",17.494,NA,1.619,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1490,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",18.444,NA,1.543,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1491,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",19.394,NA,1.502,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1492,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",20.344,NA,1.619,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1493,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",21.294,NA,1.518,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1494,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",22.244,NA,1.502,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1495,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",24.144,NA,1.499,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1496,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",25.212,NA,1.542,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1497,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",26.162,NA,1.521,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1498,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",27.112,NA,1.54,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1499,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",28.181,NA,1.52,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1500,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",29.131,NA,1.542,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1501,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",30.199,NA,1.539,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1502,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",31.03,NA,1.556,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1503,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",32.099,NA,1.501,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1504,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",34.118,NA,1.58,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1505,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",35.186,NA,1.539,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1506,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",35.899,NA,1.561,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1507,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",36.967,NA,1.542,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1508,"P0108","ERIC","ERI","PEEPERS","SUMMER","06/01/94 00:00:00",38.036,NA,1.498,"mg/L","SRP","","1996_Azcue","DO","Fig 3; Central Basin of Lake Erie",0,""
1509,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",0,1,0.05382586,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1510,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",1,2,0.27862796,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1511,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",4,6,0.37836412,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1512,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",6,10,0.4955145,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1513,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",10,15,0.27704486,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1514,"P5000","MAID","SIM","SLICING","SPRING","03/01/11 00:00:00",15,20,0.2485488,"mg/L","SRP","","2013_Dittrich","NC","Fig6_a",0,""
1515,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",0,1,0.16989611,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1516,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",1,2,0.299779,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1517,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",4,6,0.44630072,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1518,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",6,10,0.5080401,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1519,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",10,15,0.33875632,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1520,"P5001","MAID","SIM","SLICING","FALL","09/01/11 00:00:00",15,20,0.2907598,"mg/L","SRP","","2013_Dittrich","NC","Fig6_b",0,""
1521,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",0,1,0.10695074,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1522,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",1,2,0.11701516,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1523,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",4,6,0.059907284,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1524,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",6,10,0.22406444,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1525,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",10,15,0.09642945,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1526,"P5002","KEMD","SIM","SLICING","SPRING","03/01/11 00:00:00",15,20,0.040884763,"mg/L","SRP","","2013_Dittrich","NC","Fig6_c",0,""
1527,"P5003","KEMD","SIM","SLICING","FALL","09/01/11 00:00:00",0,1,0.19504133,"mg/L","SRP","","2013_Dittrich","NC","Fig6_d",0,""
1528,"P5003","KEMD","SIM","SLICING","FALL","09/01/11 00:00:00",1,2,0.29752067,"mg/L","SRP","","2013_Dittrich","NC","Fig6_d",0,""
1529,"P5003","KEMD","SIM","SLICING","FALL","09/01/11 00:00:00",6,10,0.36033058,"mg/L","SRP","","2013_Dittrich","NC","Fig6_d",0,""
1530,"P5003","KEMD","SIM","SLICING","FALL","09/01/11 00:00:00",10,15,0.18016529,"mg/L","SRP","","2013_Dittrich","NC","Fig6_d",0,""
1531,"P5003","KEMD","SIM","SLICING","FALL","09/01/11 00:00:00",15,20,0.12727273,"mg/L","SRP","","2013_Dittrich","NC","Fig6_d",0,""
1532,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",0,1,0.041713387,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1533,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",1,2,0.061604843,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1534,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",4,6,0.09630404,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1535,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",6,10,0.16702822,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1536,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",10,15,0.19676463,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1537,"P5004","COOD","SIM","SLICING","SPRING","03/01/11 00:00:00",15,20,0.07893428,"mg/L","SRP","","2013_Dittrich","NC","Fig6_e",0,""
1538,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",0,1,0.14380166,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1539,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",1,2,0.4247934,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1540,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",4,6,0.338843,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1541,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",6,10,0.25950414,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1542,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",10,15,0.3090909,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1543,"P5005","COOD","SIM","SLICING","FALL","09/01/11 00:00:00",15,20,0.3140496,"mg/L","SRP","","2013_Dittrich","NC","Fig6_f",0,""
1544,"P5006","BAPB","BAP","SLICING","SUMMER","",0,0.5,0.0998509164730902,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1545,"P5006","BAPB","BAP","SLICING","SUMMER","",0.5,1,0.0835974402545328,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1546,"P5006","BAPB","BAP","SLICING","SUMMER","",1,1.5,0.0863638559502052,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1547,"P5006","BAPB","BAP","SLICING","SUMMER","",1.5,1.5,0.08651084561824,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1548,"P5006","BAPB","BAP","SLICING","SUMMER","",1.5,2,0.0802568808093563,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1549,"P5006","BAPB","BAP","SLICING","SUMMER","",2,2.5,0.0790185570622722,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1550,"P5006","BAPB","BAP","SLICING","SUMMER","",2.5,3,0.0678671082507072,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1551,"P5006","BAPB","BAP","SLICING","SUMMER","",3,3.5,0.0598160116072139,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1552,"P5006","BAPB","BAP","SLICING","SUMMER","",3.5,4,0.0697737754599911,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1553,"P5006","BAPB","BAP","SLICING","SUMMER","",4,4.5,0.0699546437198576,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1554,"P5006","BAPB","BAP","SLICING","SUMMER","",4.5,5,0.0568395181210279,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1555,"P5006","BAPB","BAP","SLICING","SUMMER","",5,6,0.0842801240449027,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1556,"P5006","BAPB","BAP","SLICING","SUMMER","",6,7,0.0762992226499305,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1557,"P5006","BAPB","BAP","SLICING","SUMMER","",7,8,0.0730013099972184,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1558,"P5006","BAPB","BAP","SLICING","SUMMER","",8,8,0.075599827094018,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1559,"P5006","BAPB","BAP","SLICING","SUMMER","",8,9,0.0681140557456098,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1560,"P5006","BAPB","BAP","SLICING","SUMMER","",9,10,0.0565262309246537,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1561,"P5006","BAPB","BAP","SLICING","SUMMER","",10,11,0.0519391817646136,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1562,"P5006","BAPB","BAP","SLICING","SUMMER","",11,12,0.0528581560760404,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1563,"P5006","BAPB","BAP","SLICING","SUMMER","",12,13,0.0488067580805248,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1564,"P5006","BAPB","BAP","SLICING","SUMMER","",13,14,0.0566645197304151,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1565,"P5006","BAPB","BAP","SLICING","SUMMER","",14,15,0.0564212515298331,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1566,"P5006","BAPB","BAP","SLICING","SUMMER","",15,16,0.0428271616795963,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1567,"P5006","BAPB","BAP","SLICING","SUMMER","",16,17,0.0416590138357916,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1568,"P5006","BAPB","BAP","SLICING","SUMMER","",17,18,0.0360966087353556,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1569,"P5006","BAPB","BAP","SLICING","SUMMER","",18,18,0.0358235762496093,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1570,"P5006","BAPB","BAP","SLICING","SUMMER","",18,19,0.0409749587587119,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1571,"P5006","BAPB","BAP","SLICING","SUMMER","",19,20,0.0354626247121093,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1572,"P5006","BAPB","BAP","SLICING","SUMMER","",20,21,0.0387760276360869,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1573,"P5006","BAPB","BAP","SLICING","SUMMER","",21,22,0.034719060525707,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1574,"P5006","BAPB","BAP","SLICING","SUMMER","",22,23,0.0393003667278666,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1575,"P5006","BAPB","BAP","SLICING","SUMMER","",23,24,0.0381225814127841,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1576,"P5006","BAPB","BAP","SLICING","SUMMER","",24,25,0.03946985446282,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1577,"P5006","BAPB","BAP","SLICING","SUMMER","",25,26,0.0248684833588043,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1578,"P5006","BAPB","BAP","SLICING","SUMMER","",26,27,0.0301723662693449,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1579,"P5006","BAPB","BAP","SLICING","SUMMER","",27,28,0.0153002740917926,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1580,"P5006","BAPB","BAP","SLICING","SUMMER","",28,28,0.015456279079202,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1581,"P5006","BAPB","BAP","SLICING","SUMMER","",28,29,0.0224340743212467,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1582,"P5006","BAPB","BAP","SLICING","SUMMER","",29,30,0.0191802308890546,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1583,"P5006","BAPB","BAP","SLICING","SUMMER","",30,31,0.0325747545433288,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1584,"P5006","BAPB","BAP","SLICING","SUMMER","",31,32,0.0211579380575294,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1585,"P5006","BAPB","BAP","SLICING","SUMMER","",32,33,0.0207018545810944,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1586,"P5006","BAPB","BAP","SLICING","SUMMER","",33,34,0.0193212647582222,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1587,"P5006","BAPB","BAP","SLICING","SUMMER","",34,35,0.0201917154741944,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1588,"P5006","BAPB","BAP","SLICING","SUMMER","",35,36,0.0190448959233729,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1589,"P5006","BAPB","BAP","SLICING","SUMMER","",36,37,0.0354276401143187,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1590,"P5006","BAPB","BAP","SLICING","SUMMER","",37,38,0.0320731259306582,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1591,"P5006","BAPB","BAP","SLICING","SUMMER","",38,38,0.0314402678015531,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1592,"P5006","BAPB","BAP","SLICING","SUMMER","",38,39,0.0325693474461938,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1593,"P5006","BAPB","BAP","SLICING","SUMMER","",39,40,0.0300464739853023,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1594,"P5006","BAPB","BAP","SLICING","SUMMER","",40,41,0.0264171352251535,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1595,"P5006","BAPB","BAP","SLICING","SUMMER","",41,42,0.0390998465206303,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1596,"P5006","BAPB","BAP","SLICING","SUMMER","",42,43,0.0201321086341826,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1597,"P5006","BAPB","BAP","SLICING","SUMMER","",43,44,0.0239497554681576,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1598,"P5006","BAPB","BAP","SLICING","SUMMER","",44,45,0.025633628124956,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1599,"P5006","BAPB","BAP","SLICING","SUMMER","",45,45,0.0253253627050399,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1600,"P5007","BVRB","BVR","SLICING","SUMMER","",0,0.5,0.0028895563343,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1601,"P5007","BVRB","BVR","SLICING","SUMMER","",0.5,1,0.0021689839829,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1602,"P5007","BVRB","BVR","SLICING","SUMMER","",1,1.5,0.00073331115238,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1603,"P5007","BVRB","BVR","SLICING","SUMMER","",1.5,2,0.0015801186959,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1604,"P5007","BVRB","BVR","SLICING","SUMMER","",2,2.5,0.0013748945883,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1605,"P5007","BVRB","BVR","SLICING","SUMMER","",2.5,3,0.00084622310644,"mmol/L","ICP-MS","","2011_Ballard","NC","2011_Ballard-data",0,""
1,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",1,2,0.054218354197796,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
2,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",2,3,0.074909498236222,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
3,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",3,4,0.050939896941632,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
4,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",4,5,0.0384155741901263,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
5,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",5,7,0.0596217963203211,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
6,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",7,9,0.0319909642653201,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
7,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",9,11,0.0354748389175205,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
8,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",11,13,0.0355020232901016,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
9,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",13,15,0.0707339566848811,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
10,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",13,15,0.0712667923103522,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
11,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",15,17,0.0208748441949326,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
12,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",17,19,0.0346534058203854,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
13,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",19,21,0.0344414562728925,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
14,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",21,23,0.0309574061379645,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
15,"P0007","ELPE","ELP","SLICING","FALL","10/06/11 00:00:00",23,25,0.0478031377623156,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
16,"P0008","ELPH","ELP","SLICING","FALL","10/07/11 00:00:00",-1,0,0.0977078208750168,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
17,"P0008","ELPH","ELP","SLICING","FALL","10/07/11 00:00:00",0,1,0.286630120136386,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
18,"P0008","ELPH","ELP","SLICING","FALL","10/07/11 00:00:00",1,2,0.4573538697333,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
19,"P0008","ELPH","ELP","SLICING","FALL","10/07/11 00:00:00",2,3,0.404520669827308,"mg/L","ICPMS","","0000_Orihel","DO","Unpublished data",1,"Manipulated lake."
20,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",10,NA,99.198,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
21,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",12,NA,81.645,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
22,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",14,NA,69.281,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
23,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",16,NA,75.964,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
24,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",18,NA,46.292,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
25,"P0005","ELP4","ELP","PEEPERS","SUMMER","08/19/82 00:00:00",20,NA,42.584,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 4",1,"Manipulated lake."
26,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",-1,NA,147.274,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
27,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",0,NA,477.813,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
28,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",2,NA,416.979,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
29,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",4,NA,304.209,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
30,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",6,NA,241.648,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
31,"P0006","ELP4","ELP","PEEPERS","FALL","09/15/82 00:00:00",8,NA,151.371,"ug/L","TDP","","1987_Schindler","DO","Fig. 4, Set 5",1,"Manipulated lake."
