"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","REF.ID.x","COMMENT.x","FLAG","FLAG.COMMENT","TP.FLUX.mg_m2_d.source","TP.FLUX.mg_m2_d.value","LAKE.NAME","PROVINCE","LAT","LONG","ELEVATION","LAKE.AREA","LAKE.MAXDEPTH","WATERBODY.TYPE","TROPHIC.STATE","RES.TIME","LAKEPH.CAT","REF.ID.1","REF.ID.2","REF.ID.3","REF.ID.4","REF.ID.5","REF.ID.6","COMMENT.y","ROCK.DETAIL","ROCK","SITE.DEPTH","LOI","SITE.SED.P","SITE.SED.Fe","SITE.DESC","REF.ID.y","COMMENT"
"F0006","KIL","KIDI","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,22.14,8.24,"OXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",3.78,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",2,NA,1.2351605812775,25.0005586387702,"station I-extra","0000_Orihel",""
"F0007","KIL","KIDI","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,23.03,7.71,"ANOXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",13.39,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",2,NA,1.2351605812775,25.0005586387702,"station I-extra","0000_Orihel",""
"F0008","KIL","KIDS","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,21.98,8.38,"OXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",2.28,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",2,NA,1.17434341061302,29.71329478618,"station S-extra","0000_Orihel",""
"F0009","KIL","KIDS","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,23.03,7.69,"ANOXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",28.49,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",2,NA,1.17434341061302,29.71329478618,"station S-extra","0000_Orihel",""
"F0010","KIL","KILC","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,22.13,8.39,"OXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",2.68,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",6,NA,1.46977506743442,28.2156712872012,"Central station (Site ""C""); station C-extra","0000_Orihel","Orihel/O'Connell; SITE_SOL_P and SITE_SOL_Fe sampled 19-Aug-11, two years before porewater data collected"
"F0011","KIL","KILC","CORE INCUBATION","Lgross","SUMMER","","08/19/11 00:00:00",6,22.96,7.89,"ANOXIC","DARK",4,"0000_Orihel","",0,"","TP.VALUE_mg_m2_d",54.25,"Killarney Lake","MB",49.178664,-99.680636,495,1.64,6,"Natural Lake","Hypereutrophic",NA,"Moderately Alkaline","0000_Orihel","1997_Richmond","","","","","","nonmarine sedimentary rocks","sedimentary rocks",6,NA,1.46977506743442,28.2156712872012,"Central station (Site ""C""); station C-extra","0000_Orihel","Orihel/O'Connell; SITE_SOL_P and SITE_SOL_Fe sampled 19-Aug-11, two years before porewater data collected"
"F0015","WAB","WABW","MASS BALANCE","Lnet","SUMMER","","09/15/80 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1984_Mitchell","mass balance based on water samples, depositions, and sediment cores",0,"","TP.VALUE_mg_m2_d",1.4,"Wabamun Lake","AB",53.5461,-114.5895,725,81.8,11,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","1984_Mitchell","","","","","","","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"three locations combined","1984_Mitchell","p129: ""each half of the lake and Moonlight Bay"""
"F0016","WAB","WABW","MASS BALANCE","Lnet","SUMMER","","06/15/81 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1984_Mitchell","mass balance based on water samples, depositions, and sediment cores",0,"","TP.VALUE_mg_m2_d",5,"Wabamun Lake","AB",53.5461,-114.5895,725,81.8,11,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","1984_Mitchell","","","","","","","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"three locations combined","1984_Mitchell","p129: ""each half of the lake and Moonlight Bay"""
"F0017","WAB","WABW","MASS BALANCE","Lnet","SUMMER","","09/15/81 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1984_Mitchell","mass balance based on water samples, depositions, and sediment cores",0,"","TP.VALUE_mg_m2_d",2.4,"Wabamun Lake","AB",53.5461,-114.5895,725,81.8,11,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","1984_Mitchell","","","","","","","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"three locations combined","1984_Mitchell","p129: ""each half of the lake and Moonlight Bay"""
"F0018","HFM","HFMX","MASS BALANCE","Lnet","SUMMER","","05/27/82 00:00:00",29,10,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",13.2,"Halfmoon Lake","AB",53.4322,-113.0948,741,0.41,8.5,"Natural Lake","Hypereutrophic",60,"Moderately Alkaline","1994_Babin","2001_Prepas","1984_Riley","2001_Reedyk","","","Additional info in 1994_Babin; WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993","nonmarine sedimentary rocks","sedimentary rocks",8.5,NA,NA,NA,"whole lake; for mass balance","1984_Riley",""
"F0019","HFM","HFMX","MASS BALANCE","Lnet","SUMMER","","06/11/82 00:00:00",58,11,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",17.3,"Halfmoon Lake","AB",53.4322,-113.0948,741,0.41,8.5,"Natural Lake","Hypereutrophic",60,"Moderately Alkaline","1994_Babin","2001_Prepas","1984_Riley","2001_Reedyk","","","Additional info in 1994_Babin; WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993","nonmarine sedimentary rocks","sedimentary rocks",8.5,NA,NA,NA,"whole lake; for mass balance","1984_Riley",""
"F0020","NAK","NAKR","CORE INCUBATION","Lgross","SPRING","","03/01/83 00:00:00",21,3,NA,"ANOXIC","DARK",4,"1984_Riley","values for sediment cores incubated aerobic and anaerobic are not given separately",0,"","TP.VALUE_mg_m2_d",3.6,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"no description; for cores","1984_Riley",""
"F0021","NAK","NAKR","CORE INCUBATION","Lgross","SPRING","","04/01/83 00:00:00",14,10,NA,"ANOXIC","DARK",3,"1984_Riley","oxygenated on day 12",0,"","TP.VALUE_mg_m2_d",6.9,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"no description; for cores","1984_Riley",""
"F0022","NAK","NAKR","CORE INCUBATION","Lgross","SPRING","","03/01/83 00:00:00",14,25,NA,"ANOXIC","DARK",3,"1984_Riley","oxygenated on day 12",0,"","TP.VALUE_mg_m2_d",14.6,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"no description; for cores","1984_Riley",""
"F0023","NAK","NAKW","MASS BALANCE","Lnet","SUMMER","","05/25/82 00:00:00",34,14,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",10.5,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"whole lake; for mass balance","1984_Riley","summed from stations of depths 4.5, 6.5, 8.5m"
"F0024","NAK","NAKW","MASS BALANCE","Lnet","SUMMER","","07/05/82 00:00:00",10,17,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",19.6,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"whole lake; for mass balance","1984_Riley","summed from stations of depths 4.5, 6.5, 8.5m"
"F0025","NAK","NAKW","MASS BALANCE","Lnet","SUMMER","","07/22/82 00:00:00",7,17,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",12.3,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"whole lake; for mass balance","1984_Riley","summed from stations of depths 4.5, 6.5, 8.5m"
"F0026","NAK","NAKW","MASS BALANCE","Lnet","SUMMER","","08/03/82 00:00:00",6,19,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",14.7,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"whole lake; for mass balance","1984_Riley","summed from stations of depths 4.5, 6.5, 8.5m"
"F0027","NAK","NAKW","MASS BALANCE","Lnet","SUMMER","","08/16/82 00:00:00",7,17,NA,"INSITU(ANOXIC)","INSITU",NA,"1984_Riley","mass balance calculation description on p848",0,"","TP.VALUE_mg_m2_d",12.2,"Nakamun Lake","AB",53.887482,-114.219356,690,3.54,8,"Natural Lake","Eutrophic",21,"Moderately Alkaline","2015_Orihel(a)","1984_Riley","2011_Ballard","2015_Orihel(b)","","","Additional info in 1994_Babin","nonmarine sedimentary rocks","sedimentary rocks",NA,NA,NA,NA,"whole lake; for mass balance","1984_Riley","summed from stations of depths 4.5, 6.5, 8.5m"
"F0028","CHU","CHDE","CORE INCUBATION","Lgross","FALL","","09/17/84 00:00:00",23,11,5.9,"ANOXIC","DARK",6,"1986_Nurnberg","or 38 days; core dimensions: 0.2m high, 6cm diameter; Fe flux measured",0,"","TP.VALUE_mg_m2_d",1.53,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",27,46.25,NA,NA,"deepest site in Chub Lake","1986_Nurnberg","Fe flux measured"
"F0029","CHU","CHUB","OTHER MODEL","","SUMMER","SPRING","06/01/76 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",9,"1986_Nurnberg","budget of P in hypolimnion during summer stratification; p576: hypolimnion profiles below 10 or 12m, summers of 1976-1984; calculated from deviations of hypolimnetic concentration (at end of stratification in fall) from the background concentration (measu",0,"","TP.VALUE_mg_m2_d",2.63,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"all of Chub Lake","1986_Nurnberg",""
"F0030","CHU","CHUB","OTHER MODEL","","SUMMER","SPRING","06/01/76 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",9,"1986_Nurnberg","increases of P at fall turnover; difference between background and whole-lake concentration after fall turnover between 1976-1984",0,"","TP.VALUE_mg_m2_d",2.45,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"all of Chub Lake","1986_Nurnberg",""
"F0031","CHU","C245","CORE INCUBATION","Lgross","FALL","","11/14/84 00:00:00",NA,11,NA,"ANOXIC","DARK",1,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",1.817,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",24.5,NA,NA,NA,"24.5m deep","1987_Nurnberg",""
"F0032","CHU","CH23","CORE INCUBATION","Lgross","SPRING","","03/14/85 00:00:00",NA,11,NA,"OXIC","DARK",3,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",0.314,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",23,NA,NA,NA,"23m deep","1987_Nurnberg",""
"F0033","CHU","CH24","CORE INCUBATION","Lgross","FALL","","09/21/84 00:00:00",NA,11,NA,"ANOXIC","DARK",6,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",1.53,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",24,NA,NA,NA,"24m deep","1987_Nurnberg",""
"F0034","RCE","RC12","CORE INCUBATION","Lgross","SUMMER","","07/20/84 00:00:00",NA,11,NA,"ANOXIC","DARK",3,"1987_Nurnberg","core dimensions: same as 1986_Nurnberg?",0,"","TP.VALUE_mg_m2_d",0.051,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",12,NA,NA,NA,"12m deep, east basin","1987_Nurnberg",""
"F0035","RCE","RC14","CORE INCUBATION","Lgross","SUMMER","","07/23/84 00:00:00",NA,11,NA,"ANOXIC","DARK",3,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",-0.004,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",14,NA,NA,NA,"14m deep, east basin","1987_Nurnberg",""
"F0036","RCE","RC16","CORE INCUBATION","Lgross","SUMMER","","08/14/84 00:00:00",NA,11,NA,"ANOXIC","DARK",5,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",-0.105,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",16.5,NA,NA,NA,"16.5m deep, east basin","1987_Nurnberg",""
"F0037","RCE","RC17","CORE INCUBATION","Lgross","SUMMER","","07/17/84 00:00:00",NA,11,NA,"ANOXIC","DARK",9,"1987_Nurnberg","",0,"","TP.VALUE_mg_m2_d",0.163,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",17,NA,NA,NA,"17m deep, east basin","1987_Nurnberg",""
"F0038","CHU","CHUN","CORE INCUBATION","Lgross","SUMMER","","06/01/76 00:00:00",NA,11,5.7,"ANOXIC","DARK",8,"1988_Nurnberg","core collected in summer of 1984 or 1985",0,"","TP.VALUE_mg_m2_d",1.43,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,51.3,1.99,NA,"Chub","1988_Nurnberg","water [TP:12µg/L; Fe:6.4mg/L]; sediment characteristics for 0-5cm"
"F0039","MUS","GRBM","CORE INCUBATION","Lgross","SUMMER","","06/01/81 00:00:00",NA,11,7,"ANOXIC","DARK",6,"1988_Nurnberg","core collected in summer of 1984 or 1985",0,"","TP.VALUE_mg_m2_d",5.27,"Lake Muskoka/Gravenhurst Bay","ON",44.9333,-79.3833,226,1.79,17,"Natural Lake","Eutrophic",NA,"Neutral","1988_Nurnberg","","","","","","Additional information: MNR Lake Muskoka fact sheet","undivided gneiss","metamorphic rocks",NA,29.8,2.54,NA,"Gravenhurst Bay","1988_Nurnberg","water [TP:17µg/L; Fe:7.6mg/L]; sediment characteristics for 0-5cm"
"F0040","PIT","PA10","CORE INCUBATION","Lgross","SUMMER","","06/01/83 00:00:00",NA,11,5.5,"ANOXIC","DARK",4,"1988_Nurnberg","core collected in summer of 1984 or 1985",0,"","TP.VALUE_mg_m2_d",0.04,"Paint-10 Pond","ON",45.2333,-78.9333,316,0.01,NA,"Wetland","Oligotrophic",NA,"Moderately Acidic","1988_Nurnberg","","","","","","Nurnberg describes this as a beaver pond and did not record max depth.","undivided gneiss","metamorphic rocks",NA,59.3,1.45,NA,"Paint-10","1988_Nurnberg","water [TP:22µg/L; Fe:4.4mg/L]; sediment characteristics for 0-5cm"
"F0041","RCE","RCEN","CORE INCUBATION","Lgross","SUMMER","","06/01/77 00:00:00",NA,11,6.4,"ANOXIC","DARK",22,"1988_Nurnberg","core collected in summer of 1984 or 1985",0,"","TP.VALUE_mg_m2_d",0.05,"Red Chalk Lake","ON",45.1898,-78.9477,343,0.13,38,"Natural Lake","Oligotrophic",2.63,"Moderately Acidic","1987_Nurnberg","1988_Nurnberg","1996_Dillon","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",13,45.3,1.53,NA,"Red Chalk, east basin","1988_Nurnberg","water [TP:7µg/L; Fe:6.5mg/L]; sediment characteristics for 0-5cm"
"F0042","STG","STGN","CORE INCUBATION","Lgross","SUMMER","","06/01/80 00:00:00",NA,11,8,"ANOXIC","DARK",8,"1988_Nurnberg","core collected in summer of 1984 or 1985",0,"","TP.VALUE_mg_m2_d",2.22,"St. George Lake","ON",43.9572107,-79.426943,298,0.05,16,"Natural Lake","Eutrophic",NA,"Moderately Alkaline","1988_Nurnberg","","","","","","located in York, ON","undivided sedimentary rocks","sedimentary rocks",16,31.6,1.28,NA,"St. George","1988_Nurnberg","water [TP:50µg/L; Fe:0.2mg/L]; sediment characteristics for 0-5cm"
"F0080","HFM","HFMW","OTHER MODEL","Lnet","SUMMER","","06/01/82 00:00:00",80,NA,9.05,"INSITU(ANOXIC)","INSITU",NA,"1994_Babin","pre-lime treatment; flux calculated as slope of regression line of whole-lake P mass (g/m2) against time - devised from sectioned sediment cores; oxygen conditions described on p137",0,"","TP.VALUE_mg_m2_d",6.25,"Halfmoon Lake","AB",53.4322,-113.0948,741,0.41,8.5,"Natural Lake","Hypereutrophic",60,"Moderately Alkaline","1994_Babin","2001_Prepas","1984_Riley","2001_Reedyk","","","Additional info in 1994_Babin; WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993","nonmarine sedimentary rocks","sedimentary rocks",8,NA,NA,NA,"deepest site in Halfmoon Lake","1994_Babin","also 2001_Prepas (Site_Sol_P could be determined from graphs)"
"F0087","BCH","BCHD","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0583561643835616,"Blue Chalk Lake","ON",45.1983,-78.9394,344,0.5235,23,"Natural Lake","Oligotrophic",5.7,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 2003_Faulkenham","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0088","BCH","BCHD","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.010958904109589,"Blue Chalk Lake","ON",45.1983,-78.9394,344,0.5235,23,"Natural Lake","Oligotrophic",5.7,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 2003_Faulkenham","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0089","CHU","CHUD","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.133150684931507,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"all of Chub Lake; for mass balance","1996_Dillon",""
"F0090","CHU","CHUD","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.026027397260274,"Chub Lake","ON",45.2134,-78.9838,371,0.3441,27,"Natural Lake","Oligotrophic",2.06,"Moderately Acidic","1986_Nurnberg","1987_Nurnberg","1996_Dillon","1988_Nurnberg","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"all of Chub Lake; for mass balance","1996_Dillon",""
"F0091","CRO","CROD","OTHER MODEL","","SUMMER","FALL","08/15/80 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.113698630136986,"Crosson Lake","ON",45.0836,-79.0363,332,0.5674,25,"Natural Lake","Oligotrophic",1.67,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0092","CRO","CROD","OTHER MODEL","","WINTER","SPRING","02/15/80 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0238356164383562,"Crosson Lake","ON",45.0836,-79.0363,332,0.5674,25,"Natural Lake","Oligotrophic",1.67,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0093","DIK","DIKD","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0978082191780822,"Dickie Lake","ON",45.1491,-79.089,341,0.936,12,"Natural Lake","Oligotrophic",1.9,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan, 2009_Eimers","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0094","DIK","DIKD","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0394520547945205,"Dickie Lake","ON",45.1491,-79.089,341,0.936,12,"Natural Lake","Oligotrophic",1.9,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan, 2009_Eimers","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0095","HAR","HARD","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0871232876712329,"Harp Lake","ON",45.3789,-79.1353,327,0.7138,40,"Natural Lake","Oligotrophic",3.16,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0096","HAR","HARD","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,"1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0427397260273973,"Harp Lake","ON",45.3789,-79.1353,327,0.7138,40,"Natural Lake","Oligotrophic",3.16,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","undivided gneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
"F0097","PLA","PLAD","OTHER MODEL","","SUMMER","FALL","08/15/79 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,"1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,"","TP.VALUE_mg_m2_d",0.0526027397260274,"Plastic Lake","ON",45.1801,-78.822,379,0.3214,16,"Natural Lake","Oligotrophic",3.9,"Moderately Acidic","1996_Dillon","","","","","","Additional information in 1992_Rowan","orthogneiss","metamorphic rocks",NA,NA,NA,NA,"whole lake; for mass balance","1996_Dillon",""
