"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","REF.ID.x","COMMENT.x","FLAG","FLAG.COMMENT","TP.FLUX.mg_m2_d.source","TP.FLUX.mg_m2_d.value","LAKE.NAME","PROVINCE","LAT","LONG","ELEVATION","LAKE.AREA","LAKE.MAXDEPTH","WATERBODY.TYPE","TROPHIC.STATE","RES.TIME","LAKEPH.CAT","REF.ID.1","REF.ID.2","REF.ID.3","REF.ID.4","REF.ID.5","REF.ID.6","COMMENT.y","ROCK.DETAIL","ROCK","SITE.DEPTH","LOI","SITE.SED.P","SITE.SED.Fe","SITE.DESC","REF.ID.y","COMMENT"
"F0808","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.01086956521739,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0809","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.358695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0810","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.815217391304348,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0811","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.978260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0812","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.08695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0813","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.06521739130435,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0814","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",1.07608695652174,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0815","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.760869565217391,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0816","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.989130434782609,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0817","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.804347826086957,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0818","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.978260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0819","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.989130434782609,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0820","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.782608695652174,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0821","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Release rate x active area",0,"","TP.VALUE_mg_m2_d",0.608695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",15.3,NA,NA,NA,"Main basin","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0822","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.391304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0823","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.16304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0824","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.0326086956521739,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0825","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.934782608695652,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0826","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.260869565217391,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0827","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.66304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0828","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.119565217391304,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0829","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.217391304347826,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0830","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0831","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.369565217391304,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0832","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.478260869565217,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0833","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.619565217391304,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0834","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.0869565217391304,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0835","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.630434782608696,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0836","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",1.23913043478261,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0837","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.0434782608695652,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0838","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.33695652173913,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0839","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.141304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0840","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.141304347826087,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0841","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.195652173913043,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0842","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.0760869565217391,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0843","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.739130434782609,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0844","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",0.173913043478261,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0845","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",1,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
"F0846","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,"2013_Nurnberg(b)","Modelled from composite water samples",0,"","TP.VALUE_mg_m2_d",-0.195652173913043,"Lake Simcoe","ON",44.488593,-79.332912,219,722.4,41,"Natural Lake","Mesotrophic",NA,"Moderately Alkaline","2013_Loh","2013_Nurnberg(b)","2015_Gudimov","2013_Dittrich","","","additional: 2013_Loh data.xls (actually has data not present in paper); 2013_Dittrich","undivided sedimentary rocks","metamorphic rocks",7.4,NA,NA,NA,"Cook's Bay","2013_Nurnberg(b)","From 2013_Nurnberg(b)_SI.pdf"
